id,account_number_fake,holder_name_fake,bank_name,account_type,ifsc_code,opened_at
342,499465796784,Rohan Naidu,Axis Bank,normal,UTIB01147,2025-12-11
343,201017026952,Riya Chauhan,HDFC Bank,normal,HDFC09118,2026-03-26
344,734778485880,Aditya Desai,Axis Bank,normal,UTIB01675,2026-04-28
345,770028427624,Priya Pillai,Axis Bank,normal,UTIB01978,2026-02-22
346,977828064796,Divya Kapoor,Punjab National Bank,normal,PUNB05450,2025-06-11
347,025590561655,Pooja Joshi,Punjab National Bank,normal,PUNB00333,2026-02-07
348,911415208507,Kavita Yadav,ICICI Bank,normal,ICIC08640,2026-02-26
349,905696591713,Amit Pillai,Axis Bank,normal,UTIB08529,2025-09-25
350,637183440496,Kiara Chauhan,ICICI Bank,normal,ICIC01919,2025-10-09
351,198763514846,Anil Mehta,ICICI Bank,normal,ICIC03664,2026-01-29
352,782082973748,Divya Desai,Punjab National Bank,normal,PUNB09083,2025-10-20
353,232466513644,Ananya Patel,Axis Bank,normal,UTIB09363,2025-07-15
354,303477866032,Anika Rao,HDFC Bank,normal,HDFC00448,2025-08-08
355,070015941651,Neha Pandey,Bank of Baroda,normal,BARB02319,2026-03-13
356,189847139155,Geeta Pandey,Punjab National Bank,normal,PUNB06363,2025-07-27
357,234764907851,Rahul Kumar,State Bank of India,normal,SBIN06734,2026-05-08
358,575409003486,Riya Malhotra,HDFC Bank,normal,HDFC05183,2026-04-30
359,606441343275,Pooja Verma,Axis Bank,normal,UTIB04177,2026-03-14
360,561248156985,Deepak Bhatt,Axis Bank,normal,UTIB00027,2026-04-04
361,206345911238,Ishaan Chauhan,Bank of Baroda,normal,BARB06577,2026-05-06
362,242954316526,Priya Yadav,Bank of Baroda,normal,BARB03008,2026-02-07
363,317342069694,Rohan Gupta,Punjab National Bank,normal,PUNB05291,2025-06-06
364,867713334476,Ishaan Desai,Bank of Baroda,normal,BARB03934,2026-03-10
365,362620443973,Rajesh Yadav,Bank of Baroda,normal,BARB07107,2025-07-22
366,636694118005,Myra Pillai,ICICI Bank,normal,ICIC05990,2025-06-03
367,896465280924,Ananya Singh,ICICI Bank,normal,ICIC07572,2025-07-05
368,862415027456,Navya Patel,ICICI Bank,normal,ICIC09485,2025-11-17
369,572870320320,Manoj Patel,HDFC Bank,normal,HDFC02761,2026-05-14
370,075877712151,Aadhya Shah,Axis Bank,normal,UTIB02284,2026-01-05
371,939089261371,Amit Sharma,Bank of Baroda,normal,BARB04165,2026-01-16
372,520177749050,Divya Naidu,State Bank of India,normal,SBIN05923,2026-05-02
373,450189616423,Neha Gupta,State Bank of India,normal,SBIN00326,2026-03-30
374,421476492515,Ravi Nair,Axis Bank,normal,UTIB07767,2025-09-13
375,961659266108,Amit Naidu,Punjab National Bank,normal,PUNB03278,2026-01-31
376,814761742243,Sanjay Desai,Bank of Baroda,normal,BARB04908,2025-06-30
377,818661794549,Sai Singh,State Bank of India,normal,SBIN00172,2026-04-02
378,601645977945,Diya Nair,HDFC Bank,normal,HDFC02194,2026-05-05
379,168006102776,Lakshmi Pandey,Bank of Baroda,normal,BARB07499,2025-10-19
380,641220310303,Manoj Malhotra,Bank of Baroda,normal,BARB02368,2025-08-14
381,472760122777,Vivaan Naidu,State Bank of India,normal,SBIN09334,2026-01-08
382,050166799840,Vikram Kulkarni,Axis Bank,normal,UTIB07899,2026-05-30
383,730806958146,Manoj Reddy,Bank of Baroda,normal,BARB07957,2026-02-26
384,024375738395,Lakshmi Bhatt,Axis Bank,normal,UTIB07246,2025-11-09
385,572934172232,Lakshmi Pillai,Bank of Baroda,normal,BARB01674,2025-08-31
386,800545228015,Kavita Reddy,HDFC Bank,normal,HDFC09318,2025-08-27
387,455084289107,Deepak Reddy,Axis Bank,normal,UTIB01991,2026-04-16
388,081213524787,Reyansh Rao,Punjab National Bank,normal,PUNB05521,2026-04-26
389,760375482145,Pooja Joshi,HDFC Bank,normal,HDFC03286,2026-04-02
390,266678507208,Arjun Gupta,HDFC Bank,normal,HDFC05562,2025-11-16
391,602908466845,Suresh Sharma,State Bank of India,normal,SBIN04892,2026-02-27
392,738997563410,Anil Mehta,Axis Bank,normal,UTIB06288,2025-09-19
393,188485200894,Myra Shah,HDFC Bank,normal,HDFC06810,2026-04-23
394,485101749075,Myra Pandey,ICICI Bank,normal,ICIC09989,2025-08-30
395,449268315893,Rajesh Naidu,ICICI Bank,normal,ICIC01266,2025-07-02
396,062737158698,Sanjay Kulkarni,State Bank of India,normal,SBIN04976,2025-11-18
397,762282772881,Aadhya Naidu,Bank of Baroda,normal,BARB07028,2025-10-22
398,961159408215,Riya Joshi,State Bank of India,normal,SBIN04470,2026-04-04
399,296044327018,Suresh Gupta,HDFC Bank,normal,HDFC00679,2025-09-29
400,756792287772,Rahul Gupta,Punjab National Bank,normal,PUNB09966,2025-08-30
401,580741209481,Sunil Gupta,Axis Bank,normal,UTIB03989,2026-03-22
402,983780182043,Myra Bhatt,State Bank of India,normal,SBIN09718,2026-01-22
403,690705626085,Priya Patel,ICICI Bank,normal,ICIC01118,2025-08-05
404,224124620952,Vivaan Bhatt,ICICI Bank,normal,ICIC00461,2025-10-03
405,654610339937,Ravi Singh,HDFC Bank,normal,HDFC06140,2025-10-02
406,861706304891,Myra Kumar,Axis Bank,normal,UTIB02496,2025-11-21
407,832582386870,Aarav Naidu,State Bank of India,normal,SBIN09420,2025-06-24
408,494653984028,Meena Gupta,Axis Bank,normal,UTIB04161,2026-04-19
409,846398554743,Rahul Mehta,HDFC Bank,normal,HDFC03795,2025-06-07
410,209700268768,Sai Malhotra,Bank of Baroda,normal,BARB01807,2026-02-17
411,569562017537,Aarav Menon,State Bank of India,normal,SBIN00453,2025-07-05
412,433750479303,Neha Reddy,Punjab National Bank,normal,PUNB04987,2025-08-06
413,399921921249,Kiara Singh,Punjab National Bank,normal,PUNB04308,2026-01-25
414,870605664187,Vikram Joshi,ICICI Bank,normal,ICIC08030,2025-09-16
415,875063519036,Arjun Menon,Axis Bank,normal,UTIB03254,2025-06-25
416,107609543173,Amit Verma,Bank of Baroda,normal,BARB05831,2026-03-29
417,971791100651,Ishaan Verma,Punjab National Bank,normal,PUNB07049,2026-01-30
418,110804661963,Lakshmi Kapoor,Axis Bank,normal,UTIB09076,2025-11-28
419,991507859311,Aarav Chauhan,Axis Bank,normal,UTIB01939,2025-07-19
420,845679723200,Ishaan Shah,Bank of Baroda,normal,BARB09685,2025-09-29
421,822749545089,Rohan Verma,Punjab National Bank,normal,PUNB03880,2025-11-11
422,333153779599,Amit Chauhan,ICICI Bank,normal,ICIC04652,2025-07-11
423,073033793375,Priya Nair,Axis Bank,normal,UTIB06205,2025-06-04
424,508124739500,Saanvi Nair,State Bank of India,normal,SBIN04234,2026-03-07
425,583230241026,Krishna Mehta,HDFC Bank,normal,HDFC03473,2025-10-22
426,289611223386,Rajesh Mehta,ICICI Bank,normal,ICIC09630,2026-03-24
427,938425304289,Vikram Nair,Punjab National Bank,normal,PUNB01791,2025-08-05
428,685787255877,Manoj Patel,Punjab National Bank,normal,PUNB09690,2025-08-20
429,373634669254,Sunil Gupta,HDFC Bank,normal,HDFC02147,2025-12-19
430,390789567766,Rajesh Pillai,ICICI Bank,normal,ICIC05460,2025-08-09
431,341514888143,Reyansh Reddy,Axis Bank,normal,UTIB01508,2025-08-17
432,354443928404,Navya Joshi,ICICI Bank,normal,ICIC06690,2025-12-01
433,826333738987,Deepak Mehta,Bank of Baroda,normal,BARB01536,2026-03-27
434,637780529240,Vikram Kapoor,Bank of Baroda,normal,BARB05536,2025-11-13
435,684590902259,Lakshmi Chauhan,Bank of Baroda,normal,BARB09663,2025-10-30
436,863715974121,Sunil Iyer,State Bank of India,normal,SBIN00970,2025-08-12
437,164334817058,Aarav Iyer,HDFC Bank,normal,HDFC05662,2025-07-14
438,867163234672,Lakshmi Yadav,HDFC Bank,normal,HDFC04938,2026-03-06
439,743027169385,Meena Pillai,Bank of Baroda,normal,BARB07790,2026-03-14
440,475469263296,Deepak Kulkarni,State Bank of India,normal,SBIN02916,2026-02-27
441,324841376815,Arjun Reddy,State Bank of India,normal,SBIN08567,2025-08-04
442,380701765636,Aditya Sharma,ICICI Bank,normal,ICIC04125,2026-02-16
443,777118372742,Ananya Sharma,Bank of Baroda,normal,BARB09124,2025-07-19
444,621042752308,Aadhya Naidu,Punjab National Bank,normal,PUNB00816,2026-02-24
445,709006335331,Vivaan Desai,ICICI Bank,normal,ICIC00053,2026-02-20
446,131220681558,Saanvi Chauhan,Bank of Baroda,normal,BARB03866,2025-07-17
447,315520650637,Kiara Gupta,HDFC Bank,normal,HDFC04950,2025-06-27
448,649718924195,Priya Kapoor,HDFC Bank,normal,HDFC02525,2026-04-27
449,715099768389,Aarav Menon,Bank of Baroda,normal,BARB00914,2025-08-31
450,639102574326,Aadhya Malhotra,Bank of Baroda,normal,BARB00397,2026-03-15
451,245086403553,Aadhya Kumar,ICICI Bank,normal,ICIC00339,2026-05-05
452,852701713023,Ishaan Gupta,Axis Bank,normal,UTIB02983,2025-08-31
453,167423362934,Navya Yadav,Punjab National Bank,normal,PUNB07347,2025-07-02
454,662776896270,Priya Desai,ICICI Bank,normal,ICIC01498,2025-07-30
455,246747468971,Amit Rao,Punjab National Bank,normal,PUNB07323,2025-06-02
456,857666567491,Pooja Verma,State Bank of India,normal,SBIN01692,2025-08-15
457,458750663370,Rajesh Malhotra,Axis Bank,normal,UTIB00249,2025-11-24
458,243992011669,Sai Singh,Bank of Baroda,normal,BARB03626,2025-09-07
459,488694611952,Anika Pandey,Bank of Baroda,normal,BARB03640,2025-08-05
460,011686462252,Ishaan Nair,Axis Bank,normal,UTIB07281,2025-11-23
461,323023467912,Sai Shah,Punjab National Bank,normal,PUNB01614,2025-06-25
462,093771004090,Reyansh Nair,ICICI Bank,normal,ICIC08069,2025-12-19
463,775965555356,Priya Chauhan,ICICI Bank,normal,ICIC00551,2025-06-02
464,620918435797,Ravi Desai,Axis Bank,normal,UTIB03050,2026-02-02
465,057397691567,Reyansh Pandey,ICICI Bank,normal,ICIC06493,2026-03-04
466,898027148727,Krishna Pillai,HDFC Bank,normal,HDFC08333,2025-08-06
467,116025643471,Ishaan Kumar,Bank of Baroda,normal,BARB07153,2026-05-28
468,915668633414,Sai Reddy,Punjab National Bank,normal,PUNB01593,2026-03-17
469,952569040983,Priya Desai,State Bank of India,normal,SBIN05528,2026-02-13
470,931608752437,Deepak Rao,Punjab National Bank,normal,PUNB09420,2026-01-19
471,481497374605,Rohan Bhatt,ICICI Bank,normal,ICIC03302,2026-04-29
472,642086567566,Arjun Singh,Axis Bank,normal,UTIB04438,2025-10-31
473,259047292774,Rohan Nair,State Bank of India,normal,SBIN03305,2026-03-09
474,126620157201,Ravi Malhotra,Punjab National Bank,normal,PUNB05962,2026-01-30
475,630136749261,Deepak Malhotra,Bank of Baroda,normal,BARB06475,2025-06-05
476,111783099974,Reyansh Yadav,State Bank of India,normal,SBIN02676,2025-09-24
477,215182606888,Vikram Gupta,Punjab National Bank,normal,PUNB08981,2026-03-20
478,129208751029,Aadhya Malhotra,HDFC Bank,normal,HDFC02184,2026-04-27
479,118458260340,Sanjay Shah,State Bank of India,normal,SBIN08729,2025-12-08
480,585988310303,Rohan Shah,Bank of Baroda,normal,BARB03298,2025-08-23
481,542961844626,Deepak Gupta,Punjab National Bank,normal,PUNB04628,2025-08-19
482,435989262566,Vivaan Chauhan,State Bank of India,normal,SBIN03141,2025-12-24
483,861515542340,Reyansh Kulkarni,State Bank of India,normal,SBIN03611,2025-08-08
484,497185948491,Vihaan Iyer,Punjab National Bank,normal,PUNB05625,2026-04-10
485,889679240822,Rohan Kulkarni,Bank of Baroda,normal,BARB09405,2026-03-02
486,967275784468,Kiara Shah,HDFC Bank,normal,HDFC01465,2026-04-25
487,113129014870,Kavita Kapoor,State Bank of India,normal,SBIN08277,2025-12-18
488,816093068538,Lakshmi Verma,Bank of Baroda,normal,BARB09728,2026-05-18
489,215285067625,Krishna Mehta,HDFC Bank,normal,HDFC03814,2025-09-25
490,443096348079,Vikram Verma,Axis Bank,normal,UTIB05097,2025-10-06
491,510526501673,Sai Singh,ICICI Bank,normal,ICIC08261,2026-05-21
492,024376545628,Anika Reddy,Axis Bank,normal,UTIB07722,2025-10-16
493,605313402665,Aditya Iyer,Bank of Baroda,normal,BARB03741,2025-11-11
494,872568621102,Rohan Joshi,Axis Bank,normal,UTIB08030,2026-02-19
495,690674471639,Rohan Pandey,ICICI Bank,normal,ICIC08234,2026-03-25
496,436371892392,Kiara Reddy,State Bank of India,normal,SBIN02604,2025-08-14
497,609310668433,Amit Desai,HDFC Bank,normal,HDFC07086,2026-02-06
498,414545635020,Aarav Verma,State Bank of India,normal,SBIN05347,2025-09-17
499,162475541108,Ishaan Mehta,Punjab National Bank,normal,PUNB05598,2026-01-21
500,343961129109,Saanvi Nair,ICICI Bank,normal,ICIC07118,2026-01-27
501,473820236848,Suresh Joshi,ICICI Bank,normal,ICIC07161,2025-12-05
502,880294240903,Neha Pillai,Axis Bank,normal,UTIB08812,2025-11-18
503,686694320293,Geeta Bhatt,Punjab National Bank,normal,PUNB00878,2026-03-02
504,844344812308,Myra Shah,Bank of Baroda,normal,BARB00242,2025-09-14
505,338105955184,Ishaan Desai,State Bank of India,normal,SBIN09450,2026-01-30
506,534240891649,Sunil Nair,State Bank of India,normal,SBIN07354,2025-08-19
507,627365271727,Diya Iyer,Punjab National Bank,normal,PUNB03972,2026-02-07
508,042269312163,Deepak Malhotra,ICICI Bank,normal,ICIC06182,2026-03-10
509,916601002314,Rohan Malhotra,State Bank of India,normal,SBIN09001,2025-12-28
510,513279724572,Myra Verma,Bank of Baroda,normal,BARB08481,2025-06-09
511,184186203036,Priya Rao,State Bank of India,normal,SBIN05436,2026-02-22
512,172131451951,Rajesh Gupta,Bank of Baroda,normal,BARB00922,2025-11-14
513,592624945147,Rajesh Patel,Punjab National Bank,normal,PUNB01022,2025-10-03
514,677119642152,Diya Kulkarni,HDFC Bank,normal,HDFC05576,2025-12-04
515,695236687887,Anil Kumar,Bank of Baroda,normal,BARB03619,2026-03-05
516,893135030587,Ishaan Reddy,Axis Bank,normal,UTIB00552,2025-09-23
517,286333021260,Kavita Joshi,Axis Bank,normal,UTIB00191,2025-12-03
518,202521310962,Diya Pillai,Punjab National Bank,normal,PUNB02847,2025-11-07
519,570412009282,Aarav Kulkarni,Bank of Baroda,normal,BARB06784,2026-05-23
520,843624186236,Divya Verma,Punjab National Bank,normal,PUNB03628,2026-01-21
521,775662056341,Reyansh Gupta,State Bank of India,normal,SBIN05950,2025-09-02
522,281139043830,Myra Patel,ICICI Bank,normal,ICIC01990,2026-01-05
523,005140546835,Neha Pandey,Axis Bank,normal,UTIB05215,2025-11-06
524,818209679042,Rohan Kapoor,Bank of Baroda,normal,BARB07113,2026-05-10
525,228898572545,Divya Desai,HDFC Bank,normal,HDFC00633,2026-01-24
526,129710248171,Deepak Mehta,Punjab National Bank,normal,PUNB02421,2025-09-17
527,551127474721,Meena Pillai,Punjab National Bank,normal,PUNB00546,2025-11-06
528,275895516874,Aditya Chauhan,Punjab National Bank,normal,PUNB00380,2025-07-31
529,462961367157,Deepak Malhotra,State Bank of India,normal,SBIN08711,2025-08-10
530,166365155973,Manoj Reddy,Bank of Baroda,normal,BARB04708,2025-07-31
531,235909605673,Vihaan Nair,Axis Bank,normal,UTIB00644,2026-02-02
532,121461476834,Diya Verma,HDFC Bank,normal,HDFC01654,2025-08-03
533,567782659608,Lakshmi Nair,HDFC Bank,normal,HDFC01992,2025-10-04
534,502727516480,Sunita Rao,Bank of Baroda,normal,BARB07910,2025-08-24
535,368296353390,Rajesh Joshi,Bank of Baroda,normal,BARB00448,2026-04-15
536,776655868512,Deepak Desai,State Bank of India,normal,SBIN05289,2025-08-03
537,664649111109,Pooja Reddy,Punjab National Bank,normal,PUNB07981,2026-02-02
538,890463378613,Manoj Reddy,Axis Bank,normal,UTIB05766,2025-06-03
539,384444630600,Vivaan Rao,ICICI Bank,normal,ICIC05895,2025-10-09
540,963863960962,Priya Pandey,HDFC Bank,normal,HDFC02658,2025-08-01
541,312819648253,Sai Gupta,Axis Bank,normal,UTIB00609,2025-07-30
542,981960275233,Riya Nair,State Bank of India,normal,SBIN08364,2026-02-12
543,412091179112,Navya Patel,State Bank of India,normal,SBIN02117,2026-04-25
544,361706171366,Rahul Malhotra,ICICI Bank,normal,ICIC07224,2025-06-04
545,990155799802,Sanjay Pandey,HDFC Bank,normal,HDFC04139,2025-06-12
546,088235130523,Sai Pandey,Punjab National Bank,normal,PUNB02447,2025-08-17
547,584776863423,Anika Kulkarni,State Bank of India,normal,SBIN01994,2025-08-04
548,767694591966,Saanvi Yadav,HDFC Bank,normal,HDFC05517,2025-08-04
549,849649856012,Rahul Desai,State Bank of India,normal,SBIN02531,2025-08-23
550,552510505379,Rahul Menon,Bank of Baroda,normal,BARB08164,2026-01-20
551,831849196655,Saanvi Nair,HDFC Bank,normal,HDFC00770,2025-09-15
552,117295963904,Vivaan Malhotra,Axis Bank,normal,UTIB09074,2025-07-21
553,088050171644,Rahul Joshi,Axis Bank,normal,UTIB06185,2025-12-09
554,064771591030,Aarav Rao,Punjab National Bank,normal,PUNB01563,2025-08-06
555,358004010414,Amit Bhatt,State Bank of India,normal,SBIN09642,2026-05-26
556,971252967188,Myra Yadav,HDFC Bank,normal,HDFC07745,2026-03-28
557,731441583311,Vikram Verma,Bank of Baroda,normal,BARB03037,2026-04-14
558,371539885472,Ravi Reddy,Axis Bank,normal,UTIB02356,2025-11-23
559,836314624912,Deepak Reddy,Punjab National Bank,normal,PUNB01307,2025-08-12
560,078754181563,Rohan Kulkarni,ICICI Bank,normal,ICIC08685,2025-06-21
561,451066343629,Anika Singh,Axis Bank,normal,UTIB09786,2025-07-13
562,031310094318,Reyansh Patel,Bank of Baroda,normal,BARB03966,2025-10-31
563,347323549401,Diya Singh,State Bank of India,normal,SBIN09743,2025-08-06
564,122572076502,Pari Gupta,ICICI Bank,normal,ICIC02095,2025-12-02
565,073710094388,Ananya Rao,Punjab National Bank,normal,PUNB01145,2025-11-23
566,584745705458,Lakshmi Pillai,Axis Bank,normal,UTIB01480,2025-07-28
567,325703965313,Priya Malhotra,Axis Bank,normal,UTIB01487,2026-05-07
568,245569644309,Sanjay Bhatt,Punjab National Bank,normal,PUNB05916,2026-04-05
569,954107272849,Sunil Kapoor,Axis Bank,normal,UTIB02474,2025-06-26
570,070349107406,Suresh Kapoor,ICICI Bank,normal,ICIC00042,2025-10-15
571,882142369143,Aditya Pillai,ICICI Bank,normal,ICIC05366,2025-11-03
572,449429659234,Ishaan Desai,State Bank of India,normal,SBIN08344,2025-07-04
573,978266128758,Suresh Naidu,ICICI Bank,normal,ICIC05676,2025-11-07
574,080612943985,Ishaan Chauhan,Axis Bank,normal,UTIB08940,2026-03-21
575,260787010415,Lakshmi Reddy,Axis Bank,normal,UTIB04975,2026-05-02
576,198038287232,Riya Malhotra,State Bank of India,normal,SBIN04079,2026-02-23
577,110291813317,Vivaan Singh,HDFC Bank,normal,HDFC07601,2025-09-25
578,723849791620,Diya Rao,Axis Bank,normal,UTIB03288,2025-08-17
579,744197546617,Pooja Desai,Axis Bank,normal,UTIB02047,2025-07-17
580,609409705277,Anika Sharma,Punjab National Bank,normal,PUNB02588,2025-08-21
581,868122595724,Riya Kulkarni,ICICI Bank,normal,ICIC01767,2026-01-22
582,298842599599,Neha Gupta,Bank of Baroda,normal,BARB00023,2025-07-08
583,177533126610,Divya Patel,Bank of Baroda,normal,BARB01017,2026-03-24
584,902517629833,Pari Pillai,ICICI Bank,normal,ICIC07433,2026-03-16
585,683190130205,Pooja Yadav,HDFC Bank,normal,HDFC08152,2026-02-21
586,873397855982,Arjun Naidu,Bank of Baroda,normal,BARB06619,2025-07-01
587,841173098503,Navya Patel,HDFC Bank,normal,HDFC06512,2025-09-20
588,893898469081,Geeta Pillai,State Bank of India,normal,SBIN04005,2025-11-11
589,350238503719,Divya Bhatt,ICICI Bank,normal,ICIC00516,2026-01-19
590,918724010783,Suresh Desai,Bank of Baroda,normal,BARB07430,2026-05-28
591,038960870662,Kavita Bhatt,State Bank of India,normal,SBIN06821,2025-11-18
592,955356033190,Kiara Desai,State Bank of India,normal,SBIN08900,2026-05-06
593,301027240559,Myra Shah,Bank of Baroda,normal,BARB02967,2026-02-11
594,114837537458,Navya Malhotra,State Bank of India,normal,SBIN03845,2026-02-26
595,810569741328,Kiara Shah,Punjab National Bank,normal,PUNB08315,2026-03-09
596,037710704496,Riya Gupta,HDFC Bank,normal,HDFC00496,2025-12-10
597,667033626804,Aditya Kumar,State Bank of India,normal,SBIN05095,2026-05-25
598,930596601864,Anil Naidu,ICICI Bank,normal,ICIC06998,2025-09-10
599,673204413845,Meena Kulkarni,HDFC Bank,normal,HDFC00945,2025-09-13
600,490149542770,Sunita Sharma,Bank of Baroda,normal,BARB07057,2026-02-03
601,360914985172,Pari Patel,Punjab National Bank,normal,PUNB04723,2026-01-31
602,290310287950,Sunil Bhatt,HDFC Bank,normal,HDFC03044,2025-06-07
603,580935118718,Arjun Menon,Bank of Baroda,normal,BARB03595,2026-04-19
604,616420595565,Manoj Shah,Bank of Baroda,normal,BARB09025,2025-06-18
605,290193588953,Priya Yadav,ICICI Bank,normal,ICIC00261,2025-07-01
606,989868180978,Sanjay Naidu,HDFC Bank,normal,HDFC05439,2025-09-22
607,535375137651,Suresh Kumar,HDFC Bank,normal,HDFC08157,2026-01-22
608,763928369294,Navya Mehta,HDFC Bank,normal,HDFC05116,2025-11-11
609,297327021648,Manoj Pandey,Punjab National Bank,normal,PUNB01206,2025-06-10
610,212886652683,Navya Reddy,Bank of Baroda,normal,BARB05599,2026-01-26
611,015767647229,Ravi Gupta,State Bank of India,normal,SBIN02099,2025-10-22
612,765728941347,Amit Verma,Bank of Baroda,normal,BARB09889,2025-12-15
613,456522036849,Divya Mehta,Axis Bank,normal,UTIB01542,2025-07-17
614,477324491342,Reyansh Nair,ICICI Bank,normal,ICIC08820,2026-01-19
615,883070534967,Sanjay Rao,State Bank of India,normal,SBIN07411,2025-11-20
616,741241513152,Ravi Mehta,Axis Bank,normal,UTIB04781,2026-03-02
617,506185380032,Geeta Kulkarni,Bank of Baroda,normal,BARB03347,2025-07-29
618,274231830617,Sunil Chauhan,Axis Bank,normal,UTIB03206,2026-02-23
619,969357824347,Vikram Malhotra,ICICI Bank,normal,ICIC06958,2025-12-04
620,131467536127,Rahul Kapoor,ICICI Bank,normal,ICIC01562,2026-03-28
621,796304483608,Rahul Patel,Axis Bank,normal,UTIB05667,2025-11-13
622,404735047639,Ananya Kumar,Axis Bank,normal,UTIB03199,2025-10-07
623,980061558108,Aadhya Joshi,HDFC Bank,normal,HDFC08328,2025-11-01
624,342556383000,Sanjay Reddy,Bank of Baroda,normal,BARB08670,2025-07-31
625,403304166241,Arjun Gupta,ICICI Bank,normal,ICIC08600,2026-03-16
626,921963945680,Riya Patel,Punjab National Bank,normal,PUNB07314,2026-02-10
627,764613684748,Ravi Menon,Punjab National Bank,normal,PUNB06076,2025-10-23
628,173906375791,Riya Mehta,Punjab National Bank,normal,PUNB02118,2025-08-05
629,793126978930,Vikram Patel,HDFC Bank,normal,HDFC06452,2025-06-15
630,996043878753,Rahul Naidu,ICICI Bank,normal,ICIC07881,2026-05-24
631,616202812371,Aditya Desai,State Bank of India,normal,SBIN07287,2025-07-25
632,866041644859,Rajesh Yadav,Bank of Baroda,normal,BARB02248,2026-02-22
633,958947735228,Manoj Sharma,HDFC Bank,normal,HDFC05622,2025-11-30
634,043318751097,Lakshmi Iyer,State Bank of India,normal,SBIN01583,2025-10-12
635,034469459648,Anil Malhotra,Bank of Baroda,normal,BARB03192,2025-07-10
636,342491289659,Geeta Chauhan,Bank of Baroda,normal,BARB04973,2025-08-05
637,331922270510,Ishaan Singh,State Bank of India,normal,SBIN07675,2025-09-26
638,138666754858,Sai Chauhan,Punjab National Bank,normal,PUNB03242,2026-04-23
639,877418652057,Suresh Pandey,Axis Bank,normal,UTIB06398,2026-05-07
640,652037583094,Amit Reddy,HDFC Bank,normal,HDFC05480,2026-01-22
641,047604409079,Deepak Pillai,ICICI Bank,normal,ICIC02781,2025-06-15
642,092221610705,Reyansh Kumar,ICICI Bank,normal,ICIC04390,2025-10-08
643,529580660138,Rohan Pandey,Bank of Baroda,normal,BARB04127,2025-06-18
644,938620448515,Deepak Yadav,ICICI Bank,normal,ICIC01971,2025-07-16
645,212590203571,Myra Shah,State Bank of India,normal,SBIN03240,2025-10-26
646,424295633432,Navya Patel,Bank of Baroda,normal,BARB07417,2025-10-16
647,558720962893,Kavita Joshi,Punjab National Bank,normal,PUNB04358,2026-01-01
648,418343740182,Manoj Rao,Bank of Baroda,normal,BARB07955,2026-01-05
649,905150267551,Diya Joshi,Axis Bank,normal,UTIB04278,2025-08-12
650,797996673459,Amit Pillai,State Bank of India,normal,SBIN06403,2026-03-24
651,166496902824,Lakshmi Bhatt,Punjab National Bank,normal,PUNB08392,2025-07-21
652,501425762702,Saanvi Iyer,Bank of Baroda,normal,BARB04412,2025-08-31
653,613285072517,Sunil Kapoor,HDFC Bank,normal,HDFC06376,2026-04-19
654,316252654696,Anil Gupta,Axis Bank,normal,UTIB05790,2025-08-26
655,235558099613,Ishaan Pillai,Punjab National Bank,normal,PUNB03034,2025-11-17
656,562624467046,Diya Iyer,State Bank of India,normal,SBIN06817,2026-04-10
657,516025298670,Vikram Malhotra,State Bank of India,normal,SBIN06604,2025-11-13
658,197857585126,Anil Kulkarni,ICICI Bank,normal,ICIC01205,2026-05-29
659,943897607401,Vikram Naidu,Bank of Baroda,normal,BARB05095,2025-09-06
660,540842456075,Riya Malhotra,Axis Bank,normal,UTIB00915,2026-03-12
661,863218122764,Suresh Naidu,State Bank of India,normal,SBIN09389,2025-11-26
662,155029168154,Kavita Kulkarni,State Bank of India,normal,SBIN00241,2026-04-22
663,139449883059,Manoj Nair,Axis Bank,normal,UTIB06424,2025-12-12
664,096244063062,Anika Patel,Bank of Baroda,normal,BARB07951,2025-08-25
665,053194979695,Anil Kulkarni,HDFC Bank,normal,HDFC07805,2025-10-11
666,572773826460,Meena Gupta,ICICI Bank,normal,ICIC07851,2025-08-20
667,854457702992,Divya Joshi,Bank of Baroda,normal,BARB09660,2026-03-19
668,873682691163,Aadhya Reddy,ICICI Bank,normal,ICIC09422,2026-03-25
669,686536945515,Ravi Kumar,Bank of Baroda,normal,BARB08636,2025-12-10
670,472264085721,Priya Yadav,Axis Bank,normal,UTIB06663,2026-02-03
671,932998199605,Divya Menon,State Bank of India,normal,SBIN02971,2025-10-22
672,968832753273,Rahul Rao,State Bank of India,normal,SBIN04103,2026-01-11
673,739732781952,Myra Naidu,Axis Bank,normal,UTIB01006,2026-05-03
674,761648198077,Vihaan Shah,Punjab National Bank,normal,PUNB06056,2026-03-06
675,761124912565,Rohan Menon,Punjab National Bank,normal,PUNB07341,2025-10-07
676,177345475749,Anika Chauhan,Bank of Baroda,normal,BARB00228,2025-09-21
677,359544294774,Rohan Pandey,State Bank of India,normal,SBIN02294,2026-04-30
678,430394290458,Sanjay Kulkarni,Axis Bank,normal,UTIB07925,2026-02-06
679,985856728727,Priya Sharma,HDFC Bank,normal,HDFC01534,2025-08-20
680,249135779083,Saanvi Joshi,HDFC Bank,normal,HDFC00615,2025-12-15
681,488810798334,Diya Bhatt,State Bank of India,normal,SBIN03372,2025-06-16
682,484131284033,Myra Yadav,Punjab National Bank,normal,PUNB09771,2025-12-26
683,513717173189,Aadhya Chauhan,State Bank of India,normal,SBIN07490,2026-01-12
684,173997046947,Diya Mehta,Axis Bank,normal,UTIB08784,2026-02-06
